scenario,profile,slot_count,group,prefill_batch,decode_batch,samples,gpu_mean_ms,gpu_median_ms,gpu_p95_ms,gpu_max_ms
prefill_bs1,prefill,16,prefill_cache_commit,1,0,48,0.003706,0.004096,0.004096,0.004096
prefill_bs1,prefill,16,prefill_engine,1,0,48,18.267312541666666,18.285056,18.3286896,18.392063
prefill_bs1,prefill,16,prefill_prepare,1,0,48,0.028035333333333332,0.026624,0.029696,0.078752
prefill_bs1,prefill,16,prefill_sample,1,0,48,0.022030666666666667,0.02192,0.026355199999999995,0.028064
prefill_bs2,prefill,16,prefill_cache_commit,1,0,2,0.003072,0.003072,0.003072,0.003072
prefill_bs2,prefill,16,prefill_cache_commit,2,0,23,0.0033961739130434782,0.003072,0.004096,0.004096
prefill_bs2,prefill,16,prefill_engine,1,0,2,18.406912,18.406912,18.5170432,18.52928
prefill_bs2,prefill,16,prefill_engine,2,0,23,24.421743217391306,24.476671,24.5176319,24.579073
prefill_bs2,prefill,16,prefill_prepare,1,0,2,0.052736,0.052736,0.07623680000000001,0.078848
prefill_bs2,prefill,16,prefill_prepare,2,0,23,0.03335930434782609,0.032768,0.0348,0.036224
prefill_bs2,prefill,16,prefill_sample,1,0,2,0.023632,0.023632,0.027016,0.027392
prefill_bs2,prefill,16,prefill_sample,2,0,23,0.021129739130434783,0.020896,0.024992,0.026016
prefill_bs4,prefill,16,prefill_cache_commit,1,0,1,0.004096,0.004096,0.004096,0.004096
prefill_bs4,prefill,16,prefill_cache_commit,3,0,1,0.004096,0.004096,0.004096,0.004096
prefill_bs4,prefill,16,prefill_cache_commit,4,0,11,0.0038545454545454542,0.004096,0.004096,0.004096
prefill_bs4,prefill,16,prefill_engine,1,0,1,18.262016,18.262016,18.262016,18.262016
prefill_bs4,prefill,16,prefill_engine,3,0,1,35.071262,35.071262,35.071262,35.071262
prefill_bs4,prefill,16,prefill_engine,4,0,11,41.496855000000004,41.624577,41.806846500000006,41.908222
prefill_bs4,prefill,16,prefill_prepare,1,0,1,0.077824,0.077824,0.077824,0.077824
prefill_bs4,prefill,16,prefill_prepare,3,0,1,0.047936,0.047936,0.047936,0.047936
prefill_bs4,prefill,16,prefill_prepare,4,0,11,0.04786909090909091,0.047968,0.050176,0.0512
prefill_bs4,prefill,16,prefill_sample,1,0,1,0.022464,0.022464,0.022464,0.022464
prefill_bs4,prefill,16,prefill_sample,3,0,1,0.02704,0.02704,0.02704,0.02704
prefill_bs4,prefill,16,prefill_sample,4,0,11,0.032820363636363634,0.03216,0.035232,0.035232
prefill_bs8,prefill,16,prefill_cache_commit,1,0,1,0.003072,0.003072,0.003072,0.003072
prefill_bs8,prefill,16,prefill_cache_commit,7,0,1,0.004096,0.004096,0.004096,0.004096
prefill_bs8,prefill,16,prefill_cache_commit,8,0,5,0.0037056,0.004096,0.004096,0.004096
prefill_bs8,prefill,16,prefill_engine,1,0,1,18.697216,18.697216,18.697216,18.697216
prefill_bs8,prefill,16,prefill_engine,7,0,1,68.100098,68.100098,68.100098,68.100098
prefill_bs8,prefill,16,prefill_engine,8,0,5,74.2932678,74.597374,74.6082324,74.608643
prefill_bs8,prefill,16,prefill_prepare,1,0,1,0.080832,0.080832,0.080832,0.080832
prefill_bs8,prefill,16,prefill_prepare,7,0,1,0.064512,0.064512,0.064512,0.064512
prefill_bs8,prefill,16,prefill_prepare,8,0,5,0.0677056,0.067584,0.0690944,0.069216
prefill_bs8,prefill,16,prefill_sample,1,0,1,0.0264,0.0264,0.0264,0.0264
prefill_bs8,prefill,16,prefill_sample,7,0,1,0.04368,0.04368,0.04368,0.04368
prefill_bs8,prefill,16,prefill_sample,8,0,5,0.051545600000000004,0.051552,0.0535936,0.0536
prefill_bs16,prefill,16,prefill_cache_commit,1,0,1,0.004096,0.004096,0.004096,0.004096
prefill_bs16,prefill,16,prefill_cache_commit,15,0,1,0.004096,0.004096,0.004096,0.004096
prefill_bs16,prefill,16,prefill_cache_commit,16,0,2,0.003584,0.003584,0.0040447999999999994,0.004096
prefill_bs16,prefill,16,prefill_engine,1,0,1,18.697216,18.697216,18.697216,18.697216
prefill_bs16,prefill,16,prefill_engine,15,0,1,136.523773,136.523773,136.523773,136.523773
prefill_bs16,prefill,16,prefill_engine,16,0,2,142.833664,142.833664,143.6326858,143.721466
prefill_bs16,prefill,16,prefill_prepare,1,0,1,0.078848,0.078848,0.078848,0.078848
prefill_bs16,prefill,16,prefill_prepare,15,0,1,0.106304,0.106304,0.106304,0.106304
prefill_bs16,prefill,16,prefill_prepare,16,0,2,0.11003199999999999,0.11003199999999999,0.114136,0.114592
prefill_bs16,prefill,16,prefill_sample,1,0,1,0.029504,0.029504,0.029504,0.029504
prefill_bs16,prefill,16,prefill_sample,15,0,1,0.08752,0.08752,0.08752,0.08752
prefill_bs16,prefill,16,prefill_sample,16,0,2,0.091504,0.091504,0.0915184,0.09152
decode_bs1,decode,16,decode_engine,0,1,533,6.286489455909944,6.274048,6.3475712,7.966976
decode_bs1,decode,16,decode_engine,1,1,19,8.636038736842105,8.64256,8.690176,8.731648
decode_bs1,decode,16,decode_prepare,0,1,533,0.01703372607879925,0.016448,0.018041599999999998,0.041984
decode_bs1,decode,16,decode_prepare,1,1,19,0.01875536842105263,0.018432,0.02048,0.02048
decode_bs1,decode,16,decode_sample,0,1,533,0.02130305440900563,0.021888,0.0249728,0.029632
decode_bs1,decode,16,decode_sample,1,1,19,0.027457684210526315,0.026432,0.03364479999999999,0.039232
decode_bs1,decode,16,prefill_cache_commit,1,0,5,0.0035712,0.003456,0.004096,0.004096
decode_bs1,decode,16,prefill_cache_commit,1,1,19,0.0033852631578947367,0.003072,0.004096,0.004096
decode_bs1,decode,16,prefill_engine,1,0,5,18.2305724,18.253824,18.3209974,18.336767
decode_bs1,decode,16,prefill_engine,1,1,19,20.42230105263158,20.408319,20.5544449,20.699137
decode_bs1,decode,16,prefill_prepare,1,0,5,0.0387968,0.028672,0.06896639999999998,0.078848
decode_bs1,decode,16,prefill_prepare,1,1,19,0.028129684210526317,0.027648,0.029881599999999994,0.031552
decode_bs1,decode,16,prefill_sample,1,0,5,0.023232,0.023968,0.0267584,0.027456
decode_bs1,decode,16,prefill_sample,1,1,19,0.02164378947368421,0.02128,0.024844799999999997,0.0264
decode_bs2,decode,16,decode_engine,0,1,1,6.462464,6.462464,6.462464,6.462464
decode_bs2,decode,16,decode_engine,0,2,254,6.366646803149607,6.3564799999999995,6.4137216,6.601536
decode_bs2,decode,16,decode_engine,1,1,1,19.169279,19.169279,19.169279,19.169279
decode_bs2,decode,16,decode_engine,1,2,21,8.814640761904762,8.80128,9.00096,9.101312
decode_bs2,decode,16,decode_prepare,0,1,1,0.016384,0.016384,0.016384,0.016384
decode_bs2,decode,16,decode_prepare,0,2,254,0.01713423622047244,0.016944,0.017526399999999998,0.049024
decode_bs2,decode,16,decode_prepare,1,1,1,0.019456,0.019456,0.019456,0.019456
decode_bs2,decode,16,decode_prepare,1,2,21,0.019260952380952382,0.018432,0.023552,0.024576
decode_bs2,decode,16,decode_sample,0,1,1,0.020864,0.020864,0.020864,0.020864
decode_bs2,decode,16,decode_sample,0,2,254,0.02091111811023622,0.020864,0.023968,0.024992
decode_bs2,decode,16,decode_sample,1,1,1,0.025376,0.025376,0.025376,0.025376
decode_bs2,decode,16,decode_sample,1,2,21,0.036693333333333335,0.028576,0.05568,0.108288
decode_bs2,decode,16,prefill_cache_commit,1,0,2,0.003632,0.003632,0.0040495999999999996,0.004096
decode_bs2,decode,16,prefill_cache_commit,1,1,1,0.003072,0.003072,0.003072,0.003072
decode_bs2,decode,16,prefill_cache_commit,1,2,21,0.003946666666666667,0.004096,0.004096,0.01024
decode_bs2,decode,16,prefill_engine,1,0,2,18.216623499999997,18.216623499999997,18.31000705,18.320383
decode_bs2,decode,16,prefill_engine,1,1,1,18.296831,18.296831,18.296831,18.296831
decode_bs2,decode,16,prefill_engine,1,2,21,20.46464304761905,20.428801,20.77536,20.782528
decode_bs2,decode,16,prefill_prepare,1,0,2,0.052496,0.052496,0.0742544,0.076672
decode_bs2,decode,16,prefill_prepare,1,1,1,0.02704,0.02704,0.02704,0.02704
decode_bs2,decode,16,prefill_prepare,1,2,21,0.028889904761904762,0.028256,0.029696,0.044032
decode_bs2,decode,16,prefill_sample,1,0,2,0.02368,0.02368,0.023968,0.024
decode_bs2,decode,16,prefill_sample,1,1,1,0.021952,0.021952,0.021952,0.021952
decode_bs2,decode,16,prefill_sample,1,2,21,0.021901714285714285,0.022624,0.025376,0.025408
decode_bs4,decode,16,decode_engine,0,1,1,6.6048,6.6048,6.6048,6.6048
decode_bs4,decode,16,decode_engine,0,2,1,6.524928,6.524928,6.524928,6.524928
decode_bs4,decode,16,decode_engine,0,3,1,6.593536,6.593536,6.593536,6.593536
decode_bs4,decode,16,decode_engine,0,4,116,6.683248,6.67136,6.754816,6.91712
decode_bs4,decode,16,decode_engine,1,1,1,19.144705,19.144705,19.144705,19.144705
decode_bs4,decode,16,decode_engine,1,2,1,19.090431,19.090431,19.090431,19.090431
decode_bs4,decode,16,decode_engine,1,3,1,19.222528,19.222528,19.222528,19.222528
decode_bs4,decode,16,decode_engine,1,4,19,9.412230736842105,9.380864,9.6746496,10.097664
decode_bs4,decode,16,decode_prepare,0,1,1,0.016608,0.016608,0.016608,0.016608
decode_bs4,decode,16,decode_prepare,0,2,1,0.016384,0.016384,0.016384,0.016384
decode_bs4,decode,16,decode_prepare,0,3,1,0.01696,0.01696,0.01696,0.01696
decode_bs4,decode,16,decode_prepare,0,4,116,0.017174896551724137,0.016512,0.018128,0.035392
decode_bs4,decode,16,decode_prepare,1,1,1,0.018432,0.018432,0.018432,0.018432
decode_bs4,decode,16,decode_prepare,1,2,1,0.018432,0.018432,0.018432,0.018432
decode_bs4,decode,16,decode_prepare,1,3,1,0.019456,0.019456,0.019456,0.019456
decode_bs4,decode,16,decode_prepare,1,4,19,0.01789305263157895,0.018432,0.019456,0.019456
decode_bs4,decode,16,decode_sample,0,1,1,0.020896,0.020896,0.020896,0.020896
decode_bs4,decode,16,decode_sample,0,2,1,0.01888,0.01888,0.01888,0.01888
decode_bs4,decode,16,decode_sample,0,3,1,0.024992,0.024992,0.024992,0.024992
decode_bs4,decode,16,decode_sample,0,4,116,0.033169379310344825,0.033216,0.036288,0.037312
decode_bs4,decode,16,decode_sample,1,1,1,0.025376,0.025376,0.025376,0.025376
decode_bs4,decode,16,decode_sample,1,2,1,0.022336,0.022336,0.022336,0.022336
decode_bs4,decode,16,decode_sample,1,3,1,0.026432,0.026432,0.026432,0.026432
decode_bs4,decode,16,decode_sample,1,4,19,0.04903073684210526,0.04144,0.07824639999999992,0.109696
decode_bs4,decode,16,prefill_cache_commit,1,0,2,0.003072,0.003072,0.003072,0.003072
decode_bs4,decode,16,prefill_cache_commit,1,1,1,0.004096,0.004096,0.004096,0.004096
decode_bs4,decode,16,prefill_cache_commit,1,2,1,0.004096,0.004096,0.004096,0.004096
decode_bs4,decode,16,prefill_cache_commit,1,3,1,0.004096,0.004096,0.004096,0.004096
decode_bs4,decode,16,prefill_cache_commit,1,4,19,0.003424,0.003072,0.004096,0.004096
decode_bs4,decode,16,prefill_engine,1,0,2,18.2307845,18.2307845,18.32893445,18.33984
decode_bs4,decode,16,prefill_engine,1,1,1,18.31424,18.31424,18.31424,18.31424
decode_bs4,decode,16,prefill_engine,1,2,1,18.274303,18.274303,18.274303,18.274303
decode_bs4,decode,16,prefill_engine,1,3,1,18.258944,18.258944,18.258944,18.258944
decode_bs4,decode,16,prefill_engine,1,4,19,20.551804421052633,20.583424,20.749926300000002,20.875263
decode_bs4,decode,16,prefill_prepare,1,0,2,0.052608,0.052608,0.07415039999999999,0.076544
decode_bs4,decode,16,prefill_prepare,1,1,1,0.028192,0.028192,0.028192,0.028192
decode_bs4,decode,16,prefill_prepare,1,2,1,0.027936,0.027936,0.027936,0.027936
decode_bs4,decode,16,prefill_prepare,1,3,1,0.027584,0.027584,0.027584,0.027584
decode_bs4,decode,16,prefill_prepare,1,4,19,0.027757473684210526,0.027616,0.0293216,0.029408
decode_bs4,decode,16,prefill_sample,1,0,2,0.024176,0.024176,0.028049599999999997,0.02848
decode_bs4,decode,16,prefill_sample,1,1,1,0.02192,0.02192,0.02192,0.02192
decode_bs4,decode,16,prefill_sample,1,2,1,0.018144,0.018144,0.018144,0.018144
decode_bs4,decode,16,prefill_sample,1,3,1,0.019456,0.019456,0.019456,0.019456
decode_bs4,decode,16,prefill_sample,1,4,19,0.02200757894736842,0.022272,0.025344,0.025344
decode_bs8,decode,16,decode_engine,0,1,1,6.385664,6.385664,6.385664,6.385664
decode_bs8,decode,16,decode_engine,0,2,1,6.51264,6.51264,6.51264,6.51264
decode_bs8,decode,16,decode_engine,0,3,1,6.55872,6.55872,6.55872,6.55872
decode_bs8,decode,16,decode_engine,0,4,1,6.752256,6.752256,6.752256,6.752256
decode_bs8,decode,16,decode_engine,0,5,1,7.043072,7.043072,7.043072,7.043072
decode_bs8,decode,16,decode_engine,0,6,1,7.369728,7.369728,7.369728,7.369728
decode_bs8,decode,16,decode_engine,0,7,1,13.96736,13.96736,13.96736,13.96736
decode_bs8,decode,16,decode_engine,0,8,47,13.921133617021276,13.91616,13.9506688,14.006272
decode_bs8,decode,16,decode_engine,1,1,1,18.942976,18.942976,18.942976,18.942976
decode_bs8,decode,16,decode_engine,1,2,1,18.770945,18.770945,18.770945,18.770945
decode_bs8,decode,16,decode_engine,1,3,1,19.060736,19.060736,19.060736,19.060736
decode_bs8,decode,16,decode_engine,1,4,1,19.291136,19.291136,19.291136,19.291136
decode_bs8,decode,16,decode_engine,1,5,1,19.65568,19.65568,19.65568,19.65568
decode_bs8,decode,16,decode_engine,1,6,1,19.97312,19.97312,19.97312,19.97312
decode_bs8,decode,16,decode_engine,1,7,1,18.225151,18.225151,18.225151,18.225151
decode_bs8,decode,16,decode_engine,1,8,15,18.290005133333334,18.289663,18.4639484,18.502657
decode_bs8,decode,16,decode_prepare,0,1,1,0.017408,0.017408,0.017408,0.017408
decode_bs8,decode,16,decode_prepare,0,2,1,0.017408,0.017408,0.017408,0.017408
decode_bs8,decode,16,decode_prepare,0,3,1,0.018112,0.018112,0.018112,0.018112
decode_bs8,decode,16,decode_prepare,0,4,1,0.017184,0.017184,0.017184,0.017184
decode_bs8,decode,16,decode_prepare,0,5,1,0.016384,0.016384,0.016384,0.016384
decode_bs8,decode,16,decode_prepare,0,6,1,0.017216,0.017216,0.017216,0.017216
decode_bs8,decode,16,decode_prepare,0,7,1,0.017408,0.017408,0.017408,0.017408
decode_bs8,decode,16,decode_prepare,0,8,47,0.017237106382978724,0.017344,0.0180384,0.02048
decode_bs8,decode,16,decode_prepare,1,1,1,0.021504,0.021504,0.021504,0.021504
decode_bs8,decode,16,decode_prepare,1,2,1,0.019456,0.019456,0.019456,0.019456
decode_bs8,decode,16,decode_prepare,1,3,1,0.018432,0.018432,0.018432,0.018432
decode_bs8,decode,16,decode_prepare,1,4,1,0.018432,0.018432,0.018432,0.018432
decode_bs8,decode,16,decode_prepare,1,5,1,0.021504,0.021504,0.021504,0.021504
decode_bs8,decode,16,decode_prepare,1,6,1,0.019456,0.019456,0.019456,0.019456
decode_bs8,decode,16,decode_prepare,1,7,1,0.019456,0.019456,0.019456,0.019456
decode_bs8,decode,16,decode_prepare,1,8,15,0.0205696,0.019456,0.02600959999999999,0.031744
decode_bs8,decode,16,decode_sample,0,1,1,0.01696,0.01696,0.01696,0.01696
decode_bs8,decode,16,decode_sample,0,2,1,0.024,0.024,0.024,0.024
decode_bs8,decode,16,decode_sample,0,3,1,0.02704,0.02704,0.02704,0.02704
decode_bs8,decode,16,decode_sample,0,4,1,0.029248,0.029248,0.029248,0.029248
decode_bs8,decode,16,decode_sample,0,5,1,0.04032,0.04032,0.04032,0.04032
decode_bs8,decode,16,decode_sample,0,6,1,0.044416,0.044416,0.044416,0.044416
decode_bs8,decode,16,decode_sample,0,7,1,0.04752,0.04752,0.04752,0.04752
decode_bs8,decode,16,decode_sample,0,8,47,0.0511816170212766,0.051488,0.053536,0.05456
decode_bs8,decode,16,decode_sample,1,1,1,0.023392,0.023392,0.023392,0.023392
decode_bs8,decode,16,decode_sample,1,2,1,0.019232,0.019232,0.019232,0.019232
decode_bs8,decode,16,decode_sample,1,3,1,0.027392,0.027392,0.027392,0.027392
decode_bs8,decode,16,decode_sample,1,4,1,0.035648,0.035648,0.035648,0.035648
decode_bs8,decode,16,decode_sample,1,5,1,0.038688,0.038688,0.038688,0.038688
decode_bs8,decode,16,decode_sample,1,6,1,0.041728,0.041728,0.041728,0.041728
decode_bs8,decode,16,decode_sample,1,7,1,0.048928,0.048928,0.048928,0.048928
decode_bs8,decode,16,decode_sample,1,8,15,0.050965333333333335,0.05024,0.05381759999999999,0.055968
decode_bs8,decode,16,prefill_cache_commit,1,0,2,0.003584,0.003584,0.0040447999999999994,0.004096
decode_bs8,decode,16,prefill_cache_commit,1,1,1,0.004096,0.004096,0.004096,0.004096
decode_bs8,decode,16,prefill_cache_commit,1,2,1,0.004096,0.004096,0.004096,0.004096
decode_bs8,decode,16,prefill_cache_commit,1,3,1,0.004096,0.004096,0.004096,0.004096
decode_bs8,decode,16,prefill_cache_commit,1,4,1,0.004096,0.004096,0.004096,0.004096
decode_bs8,decode,16,prefill_cache_commit,1,5,1,0.004096,0.004096,0.004096,0.004096
decode_bs8,decode,16,prefill_cache_commit,1,6,1,0.004096,0.004096,0.004096,0.004096
decode_bs8,decode,16,prefill_cache_commit,1,7,1,0.003072,0.003072,0.003072,0.003072
decode_bs8,decode,16,prefill_cache_commit,1,8,15,0.003549866666666667,0.003072,0.004096,0.004096
decode_bs8,decode,16,prefill_engine,1,0,2,18.163312,18.163312,18.2385232,18.24688
decode_bs8,decode,16,prefill_engine,1,1,1,18.144257,18.144257,18.144257,18.144257
decode_bs8,decode,16,prefill_engine,1,2,1,18.204672,18.204672,18.204672,18.204672
decode_bs8,decode,16,prefill_engine,1,3,1,18.138111,18.138111,18.138111,18.138111
decode_bs8,decode,16,prefill_engine,1,4,1,18.145281,18.145281,18.145281,18.145281
decode_bs8,decode,16,prefill_engine,1,5,1,18.164736,18.164736,18.164736,18.164736
decode_bs8,decode,16,prefill_engine,1,6,1,18.151424,18.151424,18.151424,18.151424
decode_bs8,decode,16,prefill_engine,1,7,1,18.964479,18.964479,18.964479,18.964479
decode_bs8,decode,16,prefill_engine,1,8,15,19.000047333333335,19.023872,19.1501312,19.150848
decode_bs8,decode,16,prefill_prepare,1,0,2,0.052608,0.052608,0.0742656,0.076672
decode_bs8,decode,16,prefill_prepare,1,1,1,0.027648,0.027648,0.027648,0.027648
decode_bs8,decode,16,prefill_prepare,1,2,1,0.028448,0.028448,0.028448,0.028448
decode_bs8,decode,16,prefill_prepare,1,3,1,0.028096,0.028096,0.028096,0.028096
decode_bs8,decode,16,prefill_prepare,1,4,1,0.02944,0.02944,0.02944,0.02944
decode_bs8,decode,16,prefill_prepare,1,5,1,0.026624,0.026624,0.026624,0.026624
decode_bs8,decode,16,prefill_prepare,1,6,1,0.027936,0.027936,0.027936,0.027936
decode_bs8,decode,16,prefill_prepare,1,7,1,0.028416,0.028416,0.028416,0.028416
decode_bs8,decode,16,prefill_prepare,1,8,15,0.027389866666666665,0.027648,0.0283488,0.028416
decode_bs8,decode,16,prefill_sample,1,0,2,0.022608,0.022608,0.0232272,0.023296
decode_bs8,decode,16,prefill_sample,1,1,1,0.01888,0.01888,0.01888,0.01888
decode_bs8,decode,16,prefill_sample,1,2,1,0.023392,0.023392,0.023392,0.023392
decode_bs8,decode,16,prefill_sample,1,3,1,0.022784,0.022784,0.022784,0.022784
decode_bs8,decode,16,prefill_sample,1,4,1,0.024608,0.024608,0.024608,0.024608
decode_bs8,decode,16,prefill_sample,1,5,1,0.024928,0.024928,0.024928,0.024928
decode_bs8,decode,16,prefill_sample,1,6,1,0.022656,0.022656,0.022656,0.022656
decode_bs8,decode,16,prefill_sample,1,7,1,0.019136,0.019136,0.019136,0.019136
decode_bs8,decode,16,prefill_sample,1,8,15,0.023509333333333333,0.022208,0.030409599999999995,0.031552
decode_bs16,decode,16,decode_engine,0,1,1,6.457344,6.457344,6.457344,6.457344
decode_bs16,decode,16,decode_engine,0,2,1,6.462464,6.462464,6.462464,6.462464
decode_bs16,decode,16,decode_engine,0,3,1,6.586368,6.586368,6.586368,6.586368
decode_bs16,decode,16,decode_engine,0,4,1,6.776832,6.776832,6.776832,6.776832
decode_bs16,decode,16,decode_engine,0,5,1,7.08096,7.08096,7.08096,7.08096
decode_bs16,decode,16,decode_engine,0,6,1,7.428096,7.428096,7.428096,7.428096
decode_bs16,decode,16,decode_engine,0,7,2,13.990912,13.990912,14.0176384,14.020608
decode_bs16,decode,16,decode_engine,0,8,8,13.997192,13.988351999999999,14.0498944,14.065664
decode_bs16,decode,16,decode_engine,0,9,1,14.092288,14.092288,14.092288,14.092288
decode_bs16,decode,16,decode_engine,0,10,1,14.10048,14.10048,14.10048,14.10048
decode_bs16,decode,16,decode_engine,0,11,1,14.123008,14.123008,14.123008,14.123008
decode_bs16,decode,16,decode_engine,0,12,1,14.121984,14.121984,14.121984,14.121984
decode_bs16,decode,16,decode_engine,0,13,1,14.185472,14.185472,14.185472,14.185472
decode_bs16,decode,16,decode_engine,0,14,1,14.191616,14.191616,14.191616,14.191616
decode_bs16,decode,16,decode_engine,0,15,1,14.12096,14.12096,14.12096,14.12096
decode_bs16,decode,16,decode_engine,0,16,9,13.989560888888889,13.989888,14.0232704,14.029824
decode_bs16,decode,16,decode_engine,1,1,1,18.930689,18.930689,18.930689,18.930689
decode_bs16,decode,16,decode_engine,1,2,1,18.916351,18.916351,18.916351,18.916351
decode_bs16,decode,16,decode_engine,1,3,1,19.024897,19.024897,19.024897,19.024897
decode_bs16,decode,16,decode_engine,1,4,1,19.305471,19.305471,19.305471,19.305471
decode_bs16,decode,16,decode_engine,1,5,1,19.799488,19.799488,19.799488,19.799488
decode_bs16,decode,16,decode_engine,1,6,1,19.667969,19.667969,19.667969,19.667969
decode_bs16,decode,16,decode_engine,1,7,1,18.302143,18.302143,18.302143,18.302143
decode_bs16,decode,16,decode_engine,1,8,1,18.289663,18.289663,18.289663,18.289663
decode_bs16,decode,16,decode_engine,1,9,1,18.316288,18.316288,18.316288,18.316288
decode_bs16,decode,16,decode_engine,1,10,1,18.540545,18.540545,18.540545,18.540545
decode_bs16,decode,16,decode_engine,1,11,1,18.304001,18.304001,18.304001,18.304001
decode_bs16,decode,16,decode_engine,1,12,1,18.433023,18.433023,18.433023,18.433023
decode_bs16,decode,16,decode_engine,1,13,1,18.32448,18.32448,18.32448,18.32448
decode_bs16,decode,16,decode_engine,1,14,1,18.386944,18.386944,18.386944,18.386944
decode_bs16,decode,16,decode_engine,1,15,8,18.43328,18.408959000000003,18.5831939,18.605057
decode_bs16,decode,16,decode_prepare,0,1,1,0.01696,0.01696,0.01696,0.01696
decode_bs16,decode,16,decode_prepare,0,2,1,0.016992,0.016992,0.016992,0.016992
decode_bs16,decode,16,decode_prepare,0,3,1,0.016352,0.016352,0.016352,0.016352
decode_bs16,decode,16,decode_prepare,0,4,1,0.016384,0.016384,0.016384,0.016384
decode_bs16,decode,16,decode_prepare,0,5,1,0.017408,0.017408,0.017408,0.017408
decode_bs16,decode,16,decode_prepare,0,6,1,0.01664,0.01664,0.01664,0.01664
decode_bs16,decode,16,decode_prepare,0,7,2,0.0168,0.0168,0.0171744,0.017216
decode_bs16,decode,16,decode_prepare,0,8,8,0.017056,0.017344,0.0174288,0.01744
decode_bs16,decode,16,decode_prepare,0,9,1,0.017408,0.017408,0.017408,0.017408
decode_bs16,decode,16,decode_prepare,0,10,1,0.017408,0.017408,0.017408,0.017408
decode_bs16,decode,16,decode_prepare,0,11,1,0.01712,0.01712,0.01712,0.01712
decode_bs16,decode,16,decode_prepare,0,12,1,0.017408,0.017408,0.017408,0.017408
decode_bs16,decode,16,decode_prepare,0,13,1,0.017408,0.017408,0.017408,0.017408
decode_bs16,decode,16,decode_prepare,0,14,1,0.017408,0.017408,0.017408,0.017408
decode_bs16,decode,16,decode_prepare,0,15,1,0.017056,0.017056,0.017056,0.017056
decode_bs16,decode,16,decode_prepare,0,16,9,0.017856,0.017504,0.018777600000000002,0.019008
decode_bs16,decode,16,decode_prepare,1,1,1,0.019456,0.019456,0.019456,0.019456
decode_bs16,decode,16,decode_prepare,1,2,1,0.014336,0.014336,0.014336,0.014336
decode_bs16,decode,16,decode_prepare,1,3,1,0.021504,0.021504,0.021504,0.021504
decode_bs16,decode,16,decode_prepare,1,4,1,0.018432,0.018432,0.018432,0.018432
decode_bs16,decode,16,decode_prepare,1,5,1,0.018432,0.018432,0.018432,0.018432
decode_bs16,decode,16,decode_prepare,1,6,1,0.017408,0.017408,0.017408,0.017408
decode_bs16,decode,16,decode_prepare,1,7,1,0.016384,0.016384,0.016384,0.016384
decode_bs16,decode,16,decode_prepare,1,8,1,0.017408,0.017408,0.017408,0.017408
decode_bs16,decode,16,decode_prepare,1,9,1,0.018432,0.018432,0.018432,0.018432
decode_bs16,decode,16,decode_prepare,1,10,1,0.022528,0.022528,0.022528,0.022528
decode_bs16,decode,16,decode_prepare,1,11,1,0.021504,0.021504,0.021504,0.021504
decode_bs16,decode,16,decode_prepare,1,12,1,0.02048,0.02048,0.02048,0.02048
decode_bs16,decode,16,decode_prepare,1,13,1,0.018432,0.018432,0.018432,0.018432
decode_bs16,decode,16,decode_prepare,1,14,1,0.017408,0.017408,0.017408,0.017408
decode_bs16,decode,16,decode_prepare,1,15,8,0.01984,0.019456,0.0228352,0.023552
decode_bs16,decode,16,decode_sample,0,1,1,0.025024,0.025024,0.025024,0.025024
decode_bs16,decode,16,decode_sample,0,2,1,0.018848,0.018848,0.018848,0.018848
decode_bs16,decode,16,decode_sample,0,3,1,0.02704,0.02704,0.02704,0.02704
decode_bs16,decode,16,decode_sample,0,4,1,0.031136,0.031136,0.031136,0.031136
decode_bs16,decode,16,decode_sample,0,5,1,0.040352,0.040352,0.040352,0.040352
decode_bs16,decode,16,decode_sample,0,6,1,0.046496,0.046496,0.046496,0.046496
decode_bs16,decode,16,decode_sample,0,7,2,0.043936,0.043936,0.0443968,0.044448
decode_bs16,decode,16,decode_sample,0,8,8,0.051104,0.050976,0.054201599999999996,0.05456
decode_bs16,decode,16,decode_sample,0,9,1,0.05264,0.05264,0.05264,0.05264
decode_bs16,decode,16,decode_sample,0,10,1,0.055712,0.055712,0.055712,0.055712
decode_bs16,decode,16,decode_sample,0,11,1,0.061248,0.061248,0.061248,0.061248
decode_bs16,decode,16,decode_sample,0,12,1,0.065952,0.065952,0.065952,0.065952
decode_bs16,decode,16,decode_sample,0,13,1,0.077216,0.077216,0.077216,0.077216
decode_bs16,decode,16,decode_sample,0,14,1,0.079264,0.079264,0.079264,0.079264
decode_bs16,decode,16,decode_sample,0,15,1,0.08336,0.08336,0.08336,0.08336
decode_bs16,decode,16,decode_sample,0,16,9,0.08839466666666666,0.089376,0.091424,0.091424
decode_bs16,decode,16,decode_sample,1,1,1,0.023328,0.023328,0.023328,0.023328
decode_bs16,decode,16,decode_sample,1,2,1,0.02336,0.02336,0.02336,0.02336
decode_bs16,decode,16,decode_sample,1,3,1,0.029472,0.029472,0.029472,0.029472
decode_bs16,decode,16,decode_sample,1,4,1,0.033568,0.033568,0.033568,0.033568
decode_bs16,decode,16,decode_sample,1,5,1,0.038688,0.038688,0.038688,0.038688
decode_bs16,decode,16,decode_sample,1,6,1,0.042016,0.042016,0.042016,0.042016
decode_bs16,decode,16,decode_sample,1,7,1,0.050976,0.050976,0.050976,0.050976
